lemma,language,saliency rank,saliency score
fox,es,16211,-1.8734471454705028
delicate,zh,16212,-1.8735719093071683
costume,en,16213,-1.8738406009500748
violation,en,16214,-1.876161327766353
constellation,es,16215,-1.8766146548508285
strict,en,16216,-1.876766424006885
rare,en,16217,-1.8774482728545334
plank,es,16218,-1.87758110503993
cosmetic,en,16219,-1.8782377037948206
employment,nl,16220,-1.8785807211333088
shake,nl,16221,-1.8788906961946628
warm,en,16222,-1.878946967225757
balloon,es,16223,-1.8797133864804194
singer,nl,16224,-1.8808241701727424
cow,es,16225,-1.8808580914539224
apply,zh,16226,-1.881164996616243
cycle,nl,16227,-1.8822266787557729
strap,en,16228,-1.8825731735823206
effective,en,16229,-1.883116925139795
rotation,nl,16230,-1.8831938073337298
agile,nl,16231,-1.8833803625793668
notebook,en,16232,-1.8853612988800288
diver,zh,16233,-1.885497472006967
execute,en,16234,-1.886189463163036
birthday,en,16235,-1.8864329190974705
milk,es,16236,-1.8868753207274225
embarrassing,en,16237,-1.8871051314054945
bloody,nl,16238,-1.8874028364535165
headphone,en,16239,-1.8901404375874378
long,zh,16240,-1.8914295651332331
stability,nl,16241,-1.8916820368953355
communist,es,16242,-1.8919205605381146
push,es,16243,-1.8927623049412512
whale,es,16244,-1.8935734446605508
vitality,en,16245,-1.8943392571745357
neighborhood,en,16246,-1.8946694631004413
deal,nl,16247,-1.8949931394616673
example,en,16248,-1.8961857057670326
raw,es,16249,-1.8966776772139182
gravity,nl,16250,-1.8967625839386748
secretary,nl,16251,-1.8969413060867022
relationship,en,16252,-1.8978273040436555
counter,nl,16253,-1.8996417162401915
minority,zh,16254,-1.900801002047943
disguise,nl,16255,-1.9019760568386639
insight,es,16256,-1.9020692394104834
area,nl,16257,-1.9027376045422273
dangerous,en,16258,-1.9030253198556903
relationship,es,16259,-1.903073872846012
pepper,es,16260,-1.9036463908673573
illusion,zh,16261,-1.903773840054497
student,es,16262,-1.9043439152567714
explore,nl,16263,-1.9045703444809188
sacrifice,nl,16264,-1.904905612194637
lipstick,en,16265,-1.9051471563885538
training,en,16266,-1.9053482510926218
modeling,nl,16267,-1.905709765490312
flame,nl,16268,-1.9057758236820128
wax,nl,16269,-1.9057834819079753
avenue,nl,16270,-1.9060443059808208
university,en,16271,-1.9084292123292756
profit,es,16272,-1.9091785387552855
payment,zh,16273,-1.9104317584399981
raft,zh,16274,-1.9114150897145294
stir,nl,16275,-1.9119233677237233
tiger,es,16276,-1.91200679997473
border,es,16277,-1.9122951480784127
cut,nl,16278,-1.9129714125367059
minister,en,16279,-1.913237178069072
disadvantage,en,16280,-1.9136248544223542
courtyard,en,16281,-1.9154100818176434
idea,zh,16282,-1.915938518675585
crow,es,16283,-1.9168741926340205
thing,nl,16284,-1.9169525200001492
bacteria,nl,16285,-1.9174408171224864
medical,es,16286,-1.9177334341173222
first,es,16287,-1.918678620378474
wound,nl,16288,-1.9187166374053353
champion,en,16289,-1.9187493734111511
punishment,zh,16290,-1.9194948329611543
pyramid,nl,16291,-1.9195474465586617
plot,nl,16292,-1.9207050938605632
cart,zh,16293,-1.9207649085614908
socialist,es,16294,-1.9208717934071964
whale,nl,16295,-1.9208996455379128
rain,zh,16296,-1.9209652578241836
option,zh,16297,-1.9212688965074212
penalty,en,16298,-1.9218799850657864
brake,zh,16299,-1.9221890866740392
constant,zh,16300,-1.9227762179206225
king,es,16301,-1.9228017049244515
hole,zh,16302,-1.9231745248338104
beat,zh,16303,-1.9237547734160325
contradiction,nl,16304,-1.9240097778749348
obesity,en,16305,-1.9243458852928024
imagination,nl,16306,-1.924403035825074
laboratory,es,16307,-1.9245808959390773
palace,en,16308,-1.9261422839114568
year,en,16309,-1.9261564482264413
pillow,es,16310,-1.9264470321002503
grape,en,16311,-1.9274241072725053
caution,nl,16312,-1.9276419890936394
sting,nl,16313,-1.927662661600345
diploma,es,16314,-1.9277607060289852
science,es,16315,-1.928120583338487
disappear,en,16316,-1.928375438839141
lunch,es,16317,-1.9283969734707676
opposite,zh,16318,-1.928421230221016
interesting,es,16319,-1.928720289668919
clock,zh,16320,-1.9288908388307389
brown,es,16321,-1.9291681816734265
naive,es,16322,-1.9298477119407513
blame,zh,16323,-1.9305402078238458
honest,en,16324,-1.930722720738446
disorder,nl,16325,-1.9307519478702857
rat,nl,16326,-1.9317123473932043
sympathy,nl,16327,-1.9332215061005733
soul,nl,16328,-1.9335981793724728
lunch,nl,16329,-1.9336258711099592
financial,en,16330,-1.9341388204351095
secret,nl,16331,-1.9346787537136623
minister,es,16332,-1.935386740260079
inflammation,en,16333,-1.9355291273646489
launch,en,16334,-1.9358770172371542
promise,nl,16335,-1.935988714602504
vocal,en,16336,-1.937081287051224
writing,es,16337,-1.9371060776382492
home,es,16338,-1.937473305196133
village,zh,16339,-1.937754522105098
efficient,zh,16340,-1.9384698612026883
ink,zh,16341,-1.939309923613297
list,es,16342,-1.9402873747374203
modern,en,16343,-1.9405379213602878
get,es,16344,-1.9411729929877812
amazing,es,16345,-1.94143263075794
tofu,es,16346,-1.9415281152735737
firm,es,16347,-1.9416599623178474
hear,zh,16348,-1.9417617635371238
formula,en,16349,-1.9420596025670895
crow,nl,16350,-1.9426075262875373
goat,es,16351,-1.9429253232857393
revolution,nl,16352,-1.9447015996648243
parade,nl,16353,-1.9448337227897532
sleep,es,16354,-1.9457744497912435
earthquake,en,16355,-1.9461816328122847
public,zh,16356,-1.9463535331832666
southern,nl,16357,-1.946387469149939
southern,es,16358,-1.9463874691499408
ironic,nl,16359,-1.947219555095418
creation,en,16360,-1.9481410035570261
campus,es,16361,-1.948648117390489
mountain,es,16362,-1.9487742932454606
smoke,zh,16363,-1.9491084246119201
wizard,nl,16364,-1.949181898897719
pocket,nl,16365,-1.9495629293509114
nude,es,16366,-1.949682190837288
fur,nl,16367,-1.950254166707627
fantasy,en,16368,-1.9505798739803828
state,nl,16369,-1.950957205816653
courtyard,nl,16370,-1.9514072438633878
firewood,nl,16371,-1.9523562954311142
adolescence,en,16372,-1.952793039086949
utopia,en,16373,-1.9547314045252153
public,nl,16374,-1.9552215823446741
nervous,en,16375,-1.955937793366163
crab,es,16376,-1.958775157994596
laboratory,zh,16377,-1.9587762832310662
bias,es,16378,-1.958783393273606
rough,es,16379,-1.9598711891795428
housing,nl,16380,-1.959966474835629
wrap,nl,16381,-1.9600019154979553
grandpa,en,16382,-1.9610386203721093
tram,es,16383,-1.9628351779297983
roommate,en,16384,-1.9639092105764915
bamboo,es,16385,-1.9644012047670911
horizontal,en,16386,-1.9645690688951312
scent,nl,16387,-1.9658018627208118
laundry,nl,16388,-1.9658665921647105
intimate,en,16389,-1.96827797801099
suitable,en,16390,-1.9688665697323202
sword,es,16391,-1.968977581843776
skeleton,zh,16392,-1.96985375544574
son,zh,16393,-1.9716697877479363
official,nl,16394,-1.9721786221904112
biscuit,nl,16395,-1.9731962448272788
northeast,nl,16396,-1.9735549771164462
campus,nl,16397,-1.973568175576184
shoot,zh,16398,-1.974886226858844
luxury,en,16399,-1.9750530837460532
evening,nl,16400,-1.9754744274490788
fit,nl,16401,-1.9758274019060007
improvement,en,16402,-1.977172228682836
method,es,16403,-1.9778401006581185
mission,es,16404,-1.9794893156270277
worm,nl,16405,-1.979619024715394
intestine,en,16406,-1.9804838574935046
princess,nl,16407,-1.9820726962739472
scientist,nl,16408,-1.983463190953892
luxury,zh,16409,-1.9846924971333093
connect,zh,16410,-1.985150669859648
universe,nl,16411,-1.9858428915224713
labor,zh,16412,-1.9861320040112236
inheritance,zh,16413,-1.9863331089309328
observation,en,16414,-1.986779800878274
universe,es,16415,-1.986812831357222
pasta,zh,16416,-1.9876100745585916
climate,en,16417,-1.9883510199908268
report,es,16418,-1.988858871638552
gene,en,16419,-1.9890403546686346
neighborhood,zh,16420,-1.9898240702506929
manufacture,es,16421,-1.990059154790231
printing,en,16422,-1.9908338627411135
stand,es,16423,-1.9923367821991693
write,zh,16424,-1.9927692041674776
obesity,nl,16425,-1.9928816581256943
loyalty,zh,16426,-1.9929927377484697
northeast,es,16427,-1.9932031492332085
northeast,en,16428,-1.9932031492332103
magazine,nl,16429,-1.993775510330387
popcorn,es,16430,-1.993845463695951
collision,es,16431,-1.9946375357609343
ruin,nl,16432,-1.9947942351734698
trick,zh,16433,-1.9949613043889831
manufacture,nl,16434,-1.9951598646942539
again,zh,16435,-1.9952671907640935
sugar,es,16436,-1.9955513185929512
stimulate,es,16437,-1.9961117462433988
cup,es,16438,-1.9978127339114482
scissor,es,16439,-1.997929829498149
texture,nl,16440,-1.9979853403185208
component,en,16441,-1.9981935368628894
paper,es,16442,-1.9983155212932393
nervous,es,16443,-1.999791721544665
capacity,nl,16444,-1.9998929303972017
repression,zh,16445,-2.00141205431247
pot,es,16446,-2.001487612041997
municipality,en,16447,-2.0019980889146067
analysis,nl,16448,-2.002625578921598
consciousness,en,16449,-2.0033277065198307
mark,zh,16450,-2.0039839509798343
monarchy,zh,16451,-2.005262095810556
organ,en,16452,-2.0065368693766685
stable,zh,16453,-2.0066420422117863
bun,nl,16454,-2.0079850826368277
sidewalk,es,16455,-2.0103494218239284
municipality,zh,16456,-2.0111434047970675
cake,es,16457,-2.011198039480007
religious,en,16458,-2.0116462683822576
recognition,en,16459,-2.0117538650378894
circus,zh,16460,-2.0119490453490783
plagiarism,nl,16461,-2.011993101657474
galaxy,nl,16462,-2.012586899470056
capacity,en,16463,-2.0126671732958017
meadow,zh,16464,-2.013617721435044
collapse,nl,16465,-2.0146917389638057
bubble,nl,16466,-2.0153306362472034
defeat,zh,16467,-2.0153631171152413
marble,nl,16468,-2.016227952079548
deny,zh,16469,-2.016397312855118
nude,en,16470,-2.017681312414348
suspicion,nl,16471,-2.0180660250741225
photo,en,16472,-2.020071050576704
mystery,nl,16473,-2.020604102421364
fill,zh,16474,-2.021538275256024
disadvantage,es,16475,-2.0232818695524926
slow,zh,16476,-2.023577850673036
dream,nl,16477,-2.0235901000675236
hypothesis,zh,16478,-2.0236099038632784
melancholy,nl,16479,-2.025835087244106
suicide,es,16480,-2.0278505211825335
analysis,en,16481,-2.0292426591498818
spend,nl,16482,-2.0300784662351616
spread,nl,16483,-2.0311961786954127
cooking,en,16484,-2.031420155479214
spy,es,16485,-2.0317000642986582
cemetery,en,16486,-2.031803954727287
delicate,nl,16487,-2.031964747831052
dive,es,16488,-2.0324355848888565
rigid,zh,16489,-2.0327145650766436
language,en,16490,-2.033236344600455
champagne,es,16491,-2.033272654829824
dialect,en,16492,-2.033735926066534
curious,es,16493,-2.034349293843208
watermelon,es,16494,-2.0349635316462664
organization,nl,16495,-2.0350971599448004
stimulate,nl,16496,-2.0363562455349884
arrive,es,16497,-2.036401824374555
reliable,nl,16498,-2.0369117857954238
soft,zh,16499,-2.037128348017541
collection,es,16500,-2.0381564504353418
cough,nl,16501,-2.0387192140139483
wealthy,nl,16502,-2.0394861139613045
shower,es,16503,-2.04000391447714
prey,es,16504,-2.040056661942248
satellite,nl,16505,-2.0409710375939043
shave,es,16506,-2.041643254577088
nuclear,nl,16507,-2.0421037529574275
cocktail,es,16508,-2.043722044611079
tax,nl,16509,-2.0445846882292043
publish,en,16510,-2.047147103274743
horse,es,16511,-2.048185132880096
decrease,zh,16512,-2.048945356690322
floor,zh,16513,-2.049049610302034
triumph,zh,16514,-2.049669368106693
random,nl,16515,-2.05224599764319
frog,es,16516,-2.052968038713367
brutal,en,16517,-2.053654296613203
gum,zh,16518,-2.055246875035413
pact,nl,16519,-2.055843061009914
weapon,en,16520,-2.056481063466617
defend,zh,16521,-2.0565720422126317
stimulate,en,16522,-2.0567240443884836
firewood,en,16523,-2.057626507441191
concern,zh,16524,-2.0580788819255122
impulse,nl,16525,-2.058101078580485
sister,es,16526,-2.058445293533948
remember,nl,16527,-2.0593408258193615
jealousy,en,16528,-2.0593638637387506
fool,zh,16529,-2.0595851036021045
washer,en,16530,-2.059631919998417
throw,zh,16531,-2.0604133274406755
lava,zh,16532,-2.061180028453706
currency,en,16533,-2.0616989919785382
camp,zh,16534,-2.0631299407976895
feudal,es,16535,-2.063617754092285
feudal,nl,16536,-2.064832192711714
tourism,es,16537,-2.065393528995012
reception,zh,16538,-2.066557477267923
slide,nl,16539,-2.0678738668103573
run,zh,16540,-2.0680137831394303
concentration,en,16541,-2.06874456248463
ethic,en,16542,-2.0687728265956067
hero,nl,16543,-2.069480680282108
sculpture,nl,16544,-2.069780981998051
plagiarism,es,16545,-2.070253617420174
communist,nl,16546,-2.0724826284458153
destruction,nl,16547,-2.07249732599893
heat,zh,16548,-2.0728501354220215
drama,en,16549,-2.0733689370915585
hold,zh,16550,-2.074149040046708
fuel,zh,16551,-2.0746314984126406
humidity,zh,16552,-2.075091015691907
separation,en,16553,-2.0752531727596306
energetic,zh,16554,-2.075773917678891
butterfly,es,16555,-2.0759179026381784
strawberry,es,16556,-2.076953414747981
winter,en,16557,-2.0772013655400516
herb,zh,16558,-2.0783657530573456
spiritual,zh,16559,-2.0797296932995906
bean,es,16560,-2.080141256692855
deaf,es,16561,-2.0801569000798468
newspaper,zh,16562,-2.0806592590189115
accounting,nl,16563,-2.0808826743232642
usual,zh,16564,-2.0811167132656947
blade,nl,16565,-2.0830918765489583
vocal,zh,16566,-2.083516780336597
case,es,16567,-2.083753320991452
weapon,nl,16568,-2.0849153290560567
effect,nl,16569,-2.0852677262425607
work,zh,16570,-2.0854167599008315
logic,nl,16571,-2.0861594994305657
social,nl,16572,-2.08706527365338
before,nl,16573,-2.087574040056669
body,zh,16574,-2.087899549658863
planet,nl,16575,-2.0885292580742405
bloody,es,16576,-2.0897679910112656
average,es,16577,-2.090196573139867
prevent,zh,16578,-2.090501841478405
feeling,nl,16579,-2.0906199411368624
genius,nl,16580,-2.090916974989005
panic,zh,16581,-2.091433002175238
therapy,zh,16582,-2.0915462122156225
bee,nl,16583,-2.092279814393593
tear,es,16584,-2.0926896759312634
swallow,nl,16585,-2.093268660112103
balloon,nl,16586,-2.09406048269238
eternal,en,16587,-2.0941594621561155
bike,en,16588,-2.094249497991843
prohibit,en,16589,-2.0961219905101736
blast,nl,16590,-2.096176293882826
vitality,nl,16591,-2.0963948045351946
grace,nl,16592,-2.0984517460914267
exercise,nl,16593,-2.0990534029995573
lover,en,16594,-2.1004332908173358
bullying,en,16595,-2.100606514759188
remember,zh,16596,-2.101081798181297
surround,nl,16597,-2.101523767388115
evaluation,en,16598,-2.10230869810911
revolver,zh,16599,-2.1031237122872657
grace,zh,16600,-2.1036890422224865
still,zh,16601,-2.103954144339195
humidity,en,16602,-2.1047513205431594
classic,nl,16603,-2.105544616668489
even,zh,16604,-2.1066867259953184
mode,nl,16605,-2.108478563558714
office,nl,16606,-2.1092553404470897
moment,zh,16607,-2.1106616316495805
injustice,en,16608,-2.1125867517921124
press,zh,16609,-2.1141821842432953
nail,es,16610,-2.1146709551558747
arc,nl,16611,-2.1153090411521127
corpse,zh,16612,-2.1154361484359927
review,zh,16613,-2.115476934029093
chat,nl,16614,-2.117105691538481
sing,nl,16615,-2.1180334341674936
guest,es,16616,-2.118038957788809
even,nl,16617,-2.118112133218836
incident,es,16618,-2.118117965048679
wife,es,16619,-2.1189021558445504
kidnapping,en,16620,-2.122083917035766
efficiency,en,16621,-2.1221373330478506
arrow,nl,16622,-2.1221874081976813
gap,es,16623,-2.123665776193108
celebrity,es,16624,-2.123977000777554
pregnancy,en,16625,-2.125656581312925
spicy,en,16626,-2.1273967735110655
bite,zh,16627,-2.128859674938128
faculty,nl,16628,-2.1303886033093997
pop,es,16629,-2.130405570906159
mine,es,16630,-2.131143624863732
necessity,zh,16631,-2.1313702988250545
lizard,nl,16632,-2.1316470199017497
farm,es,16633,-2.1329293811234633
nervous,nl,16634,-2.1330331519711763
toilet,es,16635,-2.134679877507587
funny,zh,16636,-2.1359686928616
crucifix,en,16637,-2.13604526485188
woman,en,16638,-2.138130917797753
crawl,es,16639,-2.1385507272217072
pizza,zh,16640,-2.1385969631395083
switch,es,16641,-2.1388708711493165
creativity,zh,16642,-2.139342695072862
advance,zh,16643,-2.1393733435635607
ditto,en,16644,-2.141217266067237
desert,es,16645,-2.1423047759136304
invisible,zh,16646,-2.1424844033834014
sleepy,nl,16647,-2.1426697207548937
adolescence,nl,16648,-2.143093735255849
wash,es,16649,-2.1431133192703196
express,zh,16650,-2.145263893269376
scream,es,16651,-2.145265692428428
contradiction,en,16652,-2.1457411255096996
gossip,zh,16653,-2.146923224840011
ditto,zh,16654,-2.1484109440765327
injure,en,16655,-2.1484326871077335
basket,zh,16656,-2.1489298219998867
garage,es,16657,-2.150632869486084
tribunal,es,16658,-2.151511494671803
farmer,en,16659,-2.1521134046919865
horizontal,es,16660,-2.1523918577490893
principle,en,16661,-2.1533925085803753
train,es,16662,-2.1537696555641404
cheat,zh,16663,-2.15436209676598
incense,en,16664,-2.1558752649469457
row,zh,16665,-2.156081284433602
about,zh,16666,-2.1561254635960907
calculation,en,16667,-2.1563947001276897
wallet,es,16668,-2.1572092537697696
defense,zh,16669,-2.158270400472885
pope,en,16670,-2.1583804452054167
signal,zh,16671,-2.1592417411050118
sweater,es,16672,-2.1593668991217982
image,zh,16673,-2.159826447886171
mean,nl,16674,-2.160092127324182
rhythm,es,16675,-2.160143193933714
helmet,es,16676,-2.1605340024371618
unusual,es,16677,-2.16159536591222
calculation,nl,16678,-2.1616643407646743
pub,nl,16679,-2.162170909314997
animal,nl,16680,-2.163141710428745
pill,zh,16681,-2.1637509371328028
voice,zh,16682,-2.164476898475832
avoid,zh,16683,-2.1655275197853694
objective,nl,16684,-2.166567125189032
management,nl,16685,-2.1668216289029205
envelope,es,16686,-2.1669692174998736
education,en,16687,-2.168820640322191
powder,es,16688,-2.1694225237221714
transit,en,16689,-2.1694379937733865
individual,zh,16690,-2.171090383475228
charity,nl,16691,-2.1711514399042153
pine,nl,16692,-2.1715076912172653
eye,nl,16693,-2.1738832447217478
experience,en,16694,-2.1743605308363145
police,en,16695,-2.175382396144509
brave,nl,16696,-2.175467755903593
hole,es,16697,-2.1773358521855135
check,es,16698,-2.1804613423838135
bias,nl,16699,-2.1806310254235353
coercion,en,16700,-2.1825650188096453
seafood,es,16701,-2.1833045738278423
smooth,es,16702,-2.184135108368618
sing,es,16703,-2.1843201890720225
blurred,es,16704,-2.184990381300568
rate,nl,16705,-2.185187912630344
boy,zh,16706,-2.186238966928321
arctic,en,16707,-2.186246007170168
glory,es,16708,-2.1869904934833966
pie,es,16709,-2.1871034555004547
knot,zh,16710,-2.1871341462494236
measurement,nl,16711,-2.1872069669460217
chain,nl,16712,-2.1875737838665787
cafe,es,16713,-2.187817251609079
propaganda,nl,16714,-2.18880709396469
spicy,nl,16715,-2.189419529453973
blurred,en,16716,-2.190414761246672
component,zh,16717,-2.191384462411275
fill,nl,16718,-2.1917513986273742
skull,nl,16719,-2.1919738198518313
sing,zh,16720,-2.193232439102996
fragile,en,16721,-2.1950010619050415
super,zh,16722,-2.196091407084343
violet,nl,16723,-2.1968955148038583
pornography,en,16724,-2.1982493732198867
launch,nl,16725,-2.1983764919208673
survival,nl,16726,-2.198455280833112
gap,nl,16727,-2.2000558291164687
consequence,en,16728,-2.2027852750354207
arctic,es,16729,-2.2040751550474726
route,en,16730,-2.2045831466857724
enthusiasm,nl,16731,-2.2057198664158415
eye,en,16732,-2.2058305519958537
pregnant,es,16733,-2.2062458389275044
fruit,nl,16734,-2.2070148015473623
heal,zh,16735,-2.2079729007579743
princess,es,16736,-2.20839915037679
rage,nl,16737,-2.208508651201296
innocent,zh,16738,-2.2085952630214596
element,nl,16739,-2.208726293529556
investment,en,16740,-2.209097775065158
warning,nl,16741,-2.209234480750439
route,nl,16742,-2.2101834718832825
sailing,en,16743,-2.2102375853769964
youth,en,16744,-2.2108174877712594
pathetic,es,16745,-2.2112319628753423
street,en,16746,-2.2117090158474153
constellation,en,16747,-2.2128511213070956
purity,en,16748,-2.2139692575922023
celebrity,nl,16749,-2.214316264066846
livestock,en,16750,-2.215022692181388
calm,nl,16751,-2.2152102516568966
competitive,en,16752,-2.2157011649667187
countryside,es,16753,-2.2160318763788163
hold,nl,16754,-2.2162248388492642
morality,en,16755,-2.216757576743256
content,es,16756,-2.2172572690498695
roll,nl,16757,-2.218245385548422
prisoner,en,16758,-2.218378269028075
say,nl,16759,-2.2184593361126757
ignore,zh,16760,-2.2191273207466913
weight,zh,16761,-2.2194951171801987
nail,nl,16762,-2.2198386630096367
football,zh,16763,-2.220147667411924
infinite,en,16764,-2.2208906205780283
subject,zh,16765,-2.223563462467255
rule,zh,16766,-2.223861361373533
rigid,nl,16767,-2.2271851397842894
negative,en,16768,-2.2287076613367742
store,zh,16769,-2.2289046735655815
washer,es,16770,-2.229540778493589
woman,zh,16771,-2.229606161662126
personality,es,16772,-2.230393226368436
gate,zh,16773,-2.2311566324704653
shock,nl,16774,-2.232801085533101
efficiency,nl,16775,-2.232861923287534
maximum,zh,16776,-2.2337864719429708
wait,zh,16777,-2.2346816086311585
banknote,en,16778,-2.234789302560706
homeland,en,16779,-2.2348612175029423
hurt,es,16780,-2.2350411551629366
musician,zh,16781,-2.238818481139265
friend,en,16782,-2.238949296761215
rude,zh,16783,-2.2402964293233256
sunny,zh,16784,-2.2403798078097577
plagiarism,en,16785,-2.2406082400218756
military,zh,16786,-2.241280831619309
dawn,nl,16787,-2.241300669404261
ethnicity,nl,16788,-2.2415330868700107
pressure,es,16789,-2.241968290353013
graphic,nl,16790,-2.242037184755896
foreign,nl,16791,-2.2420982960467106
industrial,nl,16792,-2.2431797169007983
warrior,nl,16793,-2.2433240122315294
more,nl,16794,-2.244709304807225
variety,zh,16795,-2.2456214979725964
possibility,en,16796,-2.2461482595309428
variety,nl,16797,-2.2483482222496063
sour,zh,16798,-2.249076715884859
gang,es,16799,-2.2496990754761153
end,nl,16800,-2.2519529254169752
surname,en,16801,-2.252520129556564
size,nl,16802,-2.253841611588
virus,en,16803,-2.254911452817541
rich,zh,16804,-2.254925453319785
brightness,zh,16805,-2.2559642594645286
leather,nl,16806,-2.2567711276772586
serie,zh,16807,-2.2570936902060663
grandparent,zh,16808,-2.25762857314625
geography,es,16809,-2.258970006961608
mail,es,16810,-2.259678051853453
advantage,en,16811,-2.259978195834631
cement,nl,16812,-2.2606995585879526
spy,nl,16813,-2.260797718918801
guilty,zh,16814,-2.261479682180925
storage,es,16815,-2.2622584526886245
split,nl,16816,-2.2623881872601443
split,es,16817,-2.262388187260146
competitive,es,16818,-2.264204745661107
conference,es,16819,-2.2643196967084416
worship,nl,16820,-2.2662318057857
shock,zh,16821,-2.2666245578572934
pond,es,16822,-2.267361573587921
steal,es,16823,-2.267730986421348
similarity,nl,16824,-2.268058745500753
bill,zh,16825,-2.2693726737278457
congress,nl,16826,-2.2707969995747606
travel,zh,16827,-2.271755173524639
basic,nl,16828,-2.273527425455636
underwear,es,16829,-2.274859214185465
lazy,es,16830,-2.2755904941860425
recipe,zh,16831,-2.277682786914085
sad,zh,16832,-2.277736414995247
own,zh,16833,-2.2786204507283845
zoo,es,16834,-2.280440986573329
hug,zh,16835,-2.2819860189504904
evidence,es,16836,-2.2829332286874053
together,es,16837,-2.2836942621933733
attention,en,16838,-2.2836976980189103
revolt,en,16839,-2.284889771106996
display,zh,16840,-2.2853310671406293
diet,nl,16841,-2.2862744633174166
candle,es,16842,-2.288003120115492
idea,nl,16843,-2.2880991189684208
child,zh,16844,-2.2892553793370323
mixture,nl,16845,-2.289368518111771
financial,es,16846,-2.2897530074891925
reflection,nl,16847,-2.2905776357520353
ideal,nl,16848,-2.2917930702685085
severe,es,16849,-2.2930260935817524
jury,zh,16850,-2.293031824946102
situation,nl,16851,-2.2940001744673575
prisoner,nl,16852,-2.2957960045615255
humidity,nl,16853,-2.296652881690667
original,zh,16854,-2.2977587909165895
sick,es,16855,-2.2978706563320586
student,nl,16856,-2.2994581972219974
wear,es,16857,-2.3002861817468934
homeland,nl,16858,-2.3017345197116854
debate,es,16859,-2.302056466142867
disability,en,16860,-2.302078653692221
chair,zh,16861,-2.302279403324604
similar,nl,16862,-2.3057131469125123
urgent,nl,16863,-2.3064276657610945
burn,es,16864,-2.3071262033294024
password,nl,16865,-2.3077511426423687
sensitive,en,16866,-2.3082521897126638
watermelon,en,16867,-2.311556850925348
integrity,nl,16868,-2.3122437775411817
truth,nl,16869,-2.3128687263099206
roommate,nl,16870,-2.3144338468047327
wing,en,16871,-2.315031671942311
travel,es,16872,-2.3168016046167543
corruption,en,16873,-2.31724313630353
career,nl,16874,-2.3178454952769947
laugh,zh,16875,-2.3190693759638448
reason,nl,16876,-2.3192747947574195
join,es,16877,-2.319353123683319
beef,nl,16878,-2.320210289068839
dictator,zh,16879,-2.320582200593407
weed,es,16880,-2.3209114883443456
noodle,en,16881,-2.320943563080942
glow,es,16882,-2.321467303821659
face,zh,16883,-2.3230562835267112
exhibition,en,16884,-2.323549911295403
rest,zh,16885,-2.3250649502809515
condition,es,16886,-2.3250668213507093
respect,zh,16887,-2.3255104556815023
management,es,16888,-2.326995704479531
concert,es,16889,-2.327979131000219
transit,nl,16890,-2.3300488378685067
grandma,en,16891,-2.330065636789298
coercion,es,16892,-2.330799989049949
injustice,zh,16893,-2.3320119269077577
idol,en,16894,-2.3320253894418252
argument,nl,16895,-2.3338554180402395
refrigerator,en,16896,-2.3340524038182604
potato,es,16897,-2.33426265142898
plus,es,16898,-2.334539227088696
faculty,en,16899,-2.3346407467108037
rope,es,16900,-2.3362929595797644
practice,es,16901,-2.338250074347983
custom,en,16902,-2.3388417499307623
course,nl,16903,-2.339072167167919
cafe,en,16904,-2.3395271460370495
election,en,16905,-2.339678992475616
expose,en,16906,-2.341617613349954
incident,en,16907,-2.3417971968076143
medicine,nl,16908,-2.3428635036095593
liquid,nl,16909,-2.343195081118918
enthusiasm,en,16910,-2.3432633963649705
punishment,en,16911,-2.344814016028064
straight,zh,16912,-2.347862275246457
alive,zh,16913,-2.348404677238832
tiny,es,16914,-2.3495838982940156
indifference,en,16915,-2.349698824796396
debt,zh,16916,-2.3507489139317546
indifference,nl,16917,-2.350810201703209
transit,zh,16918,-2.351958929226259
race,nl,16919,-2.3522196016123345
discrimination,en,16920,-2.3525466296669784
lift,nl,16921,-2.352650572900116
rape,es,16922,-2.3528883293425236
subject,es,16923,-2.353187677453806
swim,zh,16924,-2.3538510315262555
early,zh,16925,-2.3545322566324636
surrender,en,16926,-2.3596359436957877
fork,es,16927,-2.359886126376233
east,es,16928,-2.360004219726827
tiny,nl,16929,-2.360724926285956
here,zh,16930,-2.3616845617098954
snake,es,16931,-2.361932947625241
confinement,nl,16932,-2.3635551747675567
mind,zh,16933,-2.3637214813284158
bank,es,16934,-2.364818581278569
serie,en,16935,-2.3648875129688576
pornography,nl,16936,-2.3659279557707475
fracture,en,16937,-2.3665062814129003
fur,es,16938,-2.3668837833818523
architecture,zh,16939,-2.3675232293279826
horizontal,nl,16940,-2.3686513360756334
cat,nl,16941,-2.3686667806599626
actor,nl,16942,-2.3689633992694286
chopstick,en,16943,-2.369388383147964
commercial,nl,16944,-2.369801851528834
fight,nl,16945,-2.370464780176653
personality,en,16946,-2.370885299797137
union,nl,16947,-2.370920625271288
sour,nl,16948,-2.371428446194593
gym,nl,16949,-2.3750520825171533
some,zh,16950,-2.375367787106905
aggressive,zh,16951,-2.3759370815006746
spirit,es,16952,-2.3762638325623455
faculty,zh,16953,-2.3769405076335954
crucifix,nl,16954,-2.377938379340577
crucifix,es,16955,-2.377938379340579
character,en,16956,-2.383391766818881
discard,en,16957,-2.383609344357394
lettuce,zh,16958,-2.384536315813295
elderly,es,16959,-2.385442893642031
comic_strip,en,16960,-2.3864528687771327
radio,zh,16961,-2.387856771577488
brightness,nl,16962,-2.3882083807535515
